ProductName,FormFactor,CPUSocket,Chipset,MemType,Sata3Ports,PCIExpress_x16Ports,DDR3MemSlots,DDR4MemSlots
ASUS H61M-C,ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS H61M-D,ATX,Socket 1155,Intel H61,DDR3,6,1,,
ASUS Z170-Deluxe,ATX,Socket 1151,Intel Z170,DDR4,8,3,0,4
ASUS H61M-E,ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS H61M-F,ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS H61M-G,ATX,Socket 1155,Intel H61,DDR3,,,,
MSI A68HM-P33 V2,Micro ATX,Socket FM2+,AMD A68H,DDR3,4,1,,
ASRock K8N68PV-GLAN,Micro ATX,Socket 754,Nvidia nForce 630a,DDR,,,,
ASUS H81M-P Plus,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASUS H61M-K,ATX,Socket 1155,Intel H61,DDR3,,,,
Gigabyte H97-HD3,ATX,Socket 1150,Intel H97,DDR3,6,2,,
ASUS P5B-V,ATX,Socket 775,Intel G965,DDR2,,,,
Gigabyte EP45T-UD3P,ATX,Socket 775,Intel P45,DDR3,,,,
MSI K9VGM-V,Micro ATX,Socket AM2,,DDR2,,,,
Gigabyte EP45T-UD3R,ATX,Socket 775,Intel P45,DDR3,,,,
Gigabyte H55M-S2,Micro ATX,Socket 1156,Intel H55,DDR3,,,,
MSI X99A SLI,ATX,Socket 2011-3,Intel X99,DDR4,,,,
Gigabyte Z68A-D3H-B3,ATX,Socket 1155,Intel Z68,DDR3,2,1,,
ASUS M2N-MX,Micro ATX,Socket AM2,,,,,,
Gigabyte MA78GPM-DS2H,ATX,Socket AM2+,AMD 780G,DDR2,,,,
ASRock 970M Pro3,Micro ATX,Socket AM3+,AMD 970,DDR3,6,2,,
Gigabyte Z68P-DS3,ATX,Socket 1155,Intel Z68,DDR3,2,2,4,
ASUS Rampage III Gene,Micro ATX,Socket 1366,Intel X58,DDR3,2,2,6,
Gigabyte EG45M-DS2H,Micro ATX,Socket 775,Intel G45,DDR2,,,0,
ASUS H61M-A,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS M4N68T-M LE,ATX,Socket AM3,Nvidia GeForce 7025,DDR3,,,,
ASRock 4Core1600-GLAN,ATX,Socket 775,Intel P31,DDR2,,,,
ASRock G31M-GS R2.0,Micro ATX,Socket 775,Intel G31,DDR2,0,1,,
MSI Z68MA-G45 (B3),Micro ATX,Socket 1155,Intel Z68,DDR3,2,2,4,
ASUS P7H55-M LX/USB3,Micro ATX,Socket 1156,Intel H55,DDR3,,,,
ASUS P5KPL-VM,Micro ATX,Socket 775,Intel G31,DDR2,,,,
ASUS M5A97 LE R2.0,ATX,Socket AM3+,AMD 970,DDR3,6,2,,
Gigabyte EP43-DS3,ATX,Socket 775,Intel P43,DDR2,,,0,
Gigabyte H110M-DS2 DDR3,Micro ATX,Socket 1151,Intel H110,DDR3,4,1,,
ASUS M2N4-SLI,ATX,Socket AM2,,,,,,
Gigabyte MA790X-UD4,ATX,Socket AM2+,AMD 790X,DDR2,,,,
Gigabyte 970A-UD3,ATX,Socket AM3+,AMD 970,DDR3,6,2,,
ASUS X99-Deluxe/U3.1,ATX,Socket 2011-3,Intel X99,DDR4,8,5,,
ASUS P10S-M WS,Micro ATX,Socket 1151,Intel C236,DDR4,8,1,0,4
ASRock A785GXH/128M,ATX,Socket AM2+,AMD 785G,DDR2,,,,
Gigabyte H61M-D2H-USB3,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
Gigabyte P31-S3L,ATX,Socket 775,Intel P31,DDR2,,,,
ASUS Z10PE-D16,ATX,Socket 2011-3,Intel C612,DDR4,10,3,,
Gigabyte P31-S3G,ATX,Socket 775,Intel P31,DDR2,,,,
MSI H67MA-E45,Micro ATX,Socket 1155,Intel H67,DDR3,2,1,,
ASUS A88X-Pro,ATX,Socket FM2+,AMD A88X,DDR3,6,3,4,
MSI H170A PC Mate,ATX,Socket 1151,Intel H170,DDR4,6,2,0,4
ASRock G31M-S,ATX,Socket 775,Intel G31,DDR2,,,,
MSI G41TM-P31,Micro ATX,Socket 775,Intel G41,DDR2,,,,
ASUS KCMA-D8,ATX,Socket C32,,DDR3,,,,
MSI G41TM-P33,Micro ATX,Socket 775,Intel G41,DDR2,,,,
ASUS P8H67-M Pro (B3),Micro ATX,Socket 1155,Intel H67,DDR3,2,2,,
MSI X58 Pro-E,ATX,Socket 1366,Intel X58,DDR3,,,,
Gigabyte H61M-S2P-B3,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
Gigabyte MA790GPT-UD3H,ATX,Socket AM3,AMD 790GX,DDR3,,,,
ASRock P67 Pro3,ATX,Socket 1155,Intel P67,DDR3,2,1,,
ASRock K10N78FullHD-hSLI R3.0,ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,,
ASRock X58 Extreme3,ATX,Socket 1366,Intel X58,DDR3,2,3,,
ASUS M2NBP-VM CSM,Micro ATX,Socket AM2,,DDR2,,,,
Gigabyte M59SLI-S5,ATX,Socket AM2,Nvidia nForce 590 SLI,DDR2,,,,
MSI 760G-P43 (FX),ATX,Socket AM3+,AMD 760G,DDR3,,,,
MSI Z170A SLI Plus,ATX,Socket 1151,Intel Z170,DDR4,6,3,,
ASRock X58 Extreme6,ATX,Socket 1366,Intel X58,DDR3,6,3,6,
Gigabyte H67MA-UD2H-B3,Micro ATX,Socket 1155,Intel H67,DDR3,2,2,4,
Gigabyte B75-D3V,ATX,Socket 1155,Intel B75,DDR3,1,1,,
ASRock H97M Pro4,Micro ATX,Socket 1150,Intel H97,DDR3,6,2,,
ASRock P45R2000,ATX,Socket 775,Intel P45,DDR2+DDR3,,,,
MSI K9N2G Neo-FD,ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,,
MSI G45M-FIDR,Micro ATX,Socket 775,Intel G45,DDR2,,,0,
Gigabyte EP45C-DS3R,ATX,Socket 775,Intel P45,DDR2+DDR3,,,,
ASRock ALiveNF7G-FullHD,Micro ATX,Socket AM2,,DDR2,,,,
ASRock H87M,Micro ATX,Socket 1150,Intel H87,DDR3,6,2,,
ASUS P6TD Deluxe,ATX,Socket 1366,Intel X58,DDR3,,,,
Gigabyte Z77M-D3H-MVP,Micro ATX,Socket 1155,Intel Z77,DDR3,2,2,,
MSI 760GM-P23 (FX),Micro ATX,Socket AM3+,AMD 760G,DDR3,,,,
ASUS P7F7-E WS SuperComputer,ATX,Socket 1156,Intel 3450,DDR3,2,4,,
Gigabyte Q170M-D3H,Micro ATX,Socket 1151,Intel Q170,DDR4,6,2,,
Gigabyte Z68AP-D3,ATX,Socket 1155,Intel Z68,DDR3,2,1,,
ASRock 870 Extreme3,ATX,Socket AM3,AMD 870,DDR3,5,2,4,
ASRock EPC612D8A,ATX,Socket 2011-3,Intel C612,DDR4,,,,
ASUS P8H61-V (B3),ATX,Socket 1155,Intel H61,DDR3,,,,
MSI Z87 MPower Max AC,ATX,Socket 1150,Intel Z87,DDR3,8,3,,
ASUS Z87M-Plus,Micro ATX,Socket 1150,Intel Z87,DDR3,6,2,,
MSI H170M Pro-DH,Micro ATX,Socket 1151,Intel H170,DDR4,6,1,,
ASUS Sabertooth Z97 Mark 1/USB 3.1,ATX,Socket 1150,Intel Z97,DDR3,6,3,,
Gigabyte M750SLI-DS4,ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,,
ASUS Maximus III Extreme,ATX,Socket 1156,Intel P55,DDR3,,,4,
MSI K9AG Neo2-Digital,ATX,Socket AM2,AMD 690G,DDR2,,,,
Gigabyte Z87-HD3,ATX,Socket 1150,Intel Z87,DDR3,6,2,4,
ASRock A55DEL,ATX,Socket FM1,AMD A55,DDR3,,,,
ASUS Z87-Pro (C2),ATX,Socket 1150,Intel Z87,DDR3,6,1,,
ASUS Maximus VI Hero,ATX,Socket 1150,Intel Z87,DDR3,8,3,4,
ASUS E45M1-M Pro,Micro ATX,Socket FM1,AMD A50M,DDR3,5,1,,
MSI Z170A PC Mate,ATX,Socket 1151,Intel Z170,DDR4,6,2,0,4
ASUS M3A78-T,ATX,Socket AM2+,AMD 790GX,DDR2,,,,
ASUS M4A79XTD Evo,ATX,Socket AM3,AMD 790X,DDR3,,,,
ASUS P8P67 LE (B3),ATX,Socket 1155,Intel P67,DDR3,3,2,,
ASUS M4A78LT-M LX,Micro ATX,Socket AM3,AMD 760G,DDR3,,,,
Gigabyte H170M-D3H,Micro ATX,Socket 1151,Intel H170,DDR4,6,1,,
Gigabyte H55M-S2V,Micro ATX,Socket 1156,Intel H55,DDR3,6,1,,
ASUS P5ND2 SE,ATX,Socket 775,,DDR2,,,,
ASRock 4Core1600-DVI,Micro ATX,Socket 775,Intel G31,DDR2,,,,
ASUS P8Q67-M DO,Micro ATX,Socket 1155,Intel Q67,DDR3,2,1,,
ASUS A88X-Plus/USB 3.1,ATX,Socket FM2+,AMD A88X,DDR3,6,1,,
Gigabyte EX38T-DQ6,ATX,Socket 775,Intel X38,DDR3,,,,
MSI H110M PRO-VDP,Micro ATX,Socket 1151,Intel H110,DDR4,,,,
ASUS M4A78LT-M LE,Micro ATX,Socket AM3,AMD 760G,DDR3,,,,
ASUS P5B-VM SE,Micro ATX,Socket 775,Intel G965,DDR2,,,,
ASRock 960GC-GS FX,Micro ATX,Socket AM3+,AMD 760G,DDR2+DDR3,,,,
ASUS P5Q-EM DO,Micro ATX,Socket 775,Intel Q45,DDR2,,,,
MSI P41-C31,ATX,Socket 775,Intel G41,DDR3,,,,
ASRock B150M-HDV/D3,Micro ATX,Socket 1151,Intel B150,DDR3,,,,
MSI Z68A-GD65 (G3),ATX,Socket 1155,Intel Z68,DDR3,4,2,4,
Gigabyte MA785GMT-USB3,Micro ATX,Socket AM3,AMD 785G,DDR3,,,,
ASUS M4A785TD-M Evo,Micro ATX,Socket AM3,AMD 785G,DDR3,,,,
Gigabyte Z77-D3H,ATX,Socket 1155,Intel Z77,DDR3,2,2,4,
ASUS P8H77-M Pro,Micro ATX,Socket 1155,Intel H77,DDR3,2,1,,
ASRock A75 Pro4-M,Micro ATX,Socket FM1,AMD A75,DDR3,5,2,,
ASRock N68-GS4 FX,Micro ATX,Socket AM3+,Nvidia GeForce 7025,DDR3,,,,
MSI A55M-E33,Micro ATX,Socket FM2+,AMD A55,DDR3,,,,
MSI B85M-P32,Micro ATX,Socket 1150,Intel B85,DDR3,2,1,,
MSI A55M-E35,Micro ATX,Socket FM2+,AMD A55,DDR3,,,,
ASUS Z170-P D3,ATX,Socket 1151,Intel Z170,DDR3,4,2,,
MSI CSM-Q87M-E43,Micro ATX,Socket 1150,Intel Q87,DDR3,6,1,,
MSI B85M-P33,Micro ATX,Socket 1150,Intel B85,DDR3,4,1,2,
ASUS K8V-VM,ATX,Socket 754,,,,,,
ASRock P55DE3,ATX,Socket 1156,Intel P55,DDR3,,,,
ASUS H110M-D D3,Micro ATX,Socket 1151,Intel H110,DDR3,4,1,,
ASUS P7P55 LX,ATX,Socket 1156,Intel P55,DDR3,,,,
ASUS M4A785G HTPC/RC,Micro ATX,Socket AM2+,AMD 785G,DDR2,,,,
Gigabyte 990FX-Gaming,ATX,Socket AM3+,AMD 990FX,DDR3,6,3,4,0
MSI P55-CD53,ATX,Socket 1156,Intel P55,DDR3,,,4,
ASRock 960GM-VGS3 FX,Micro ATX,Socket AM3+,AMD 760G,DDR3,,,,
ASUS Blitz Extreme,ATX,Socket 775,Intel P35,DDR3,,,4,
ASUS M4A78-VM IN/SI,Micro ATX,Socket AM2+,AMD 780G,DDR2,,,,
Gigabyte P75-D3,ATX,Socket 1155,Intel B75,DDR3,1,2,,
ASUS M5A78L-M Plus/USB3,Micro ATX,Socket AM3+,AMD 760G,DDR3,,,,
MSI Q45MDO-FIDP,ATX,Socket 775,Intel Q45,DDR2,,,,
ASRock B75M-DGS,Micro ATX,Socket 1155,Intel B75,DDR3,1,1,,
Gigabyte G41MT-D3,Micro ATX,Socket 775,Intel G41,DDR3,,,,
MSI H67MA-E35,Micro ATX,Socket 1155,Intel H67,DDR3,2,1,,
MSI G43M2,ATX,Socket 775,Intel G43,,,,,
ASUS B85M-G (C2),Micro ATX,Socket 1150,Intel B85,DDR3,4,1,,
ASRock Fatal1ty FM2A88X+ Killer,ATX,Socket FM2+,AMD A88X,DDR3,8,2,,
Gigabyte H110M-S2PH DDR3,Micro ATX,Socket 1151,Intel H110,DDR3,,,,
ASRock X48TurboTwins,ATX,Socket 775,Intel X48,DDR2+DDR3,,,,
Gigabyte MA78GM-DS2H,Micro ATX,Socket AM2+,AMD 780G,DDR2,,,,
ASRock AOD790GX/128M,ATX,Socket AM2+,AMD 790GX,DDR2,,,0,
MSI K9N Ultra-2F,ATX,Socket AM2,Nvidia nForce 570,DDR2,,,,
ASRock P43DE3,ATX,Socket 775,Intel P43,DDR3,,,,
MSI P6NG Neo-Digital,ATX,Socket 775,Nvidia nForce 630i,DDR2,,,,
ASUS Rampage II Extreme,ATX,Socket 1366,Intel X58,DDR3,,,6,
Gigabyte EX58-DS4,ATX,Socket 1366,Intel X58,DDR3,,,,
Gigabyte H55M-S2H,Micro ATX,Socket 1156,Intel H55,DDR3,,,,
ASRock H81M-DGS R2.0,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASUS P5L-MX,Micro ATX,Socket 775,Intel 945G,DDR2,,,,
ASUS P5E Deluxe,ATX,Socket 775,Intel X48,DDR2,,,,
ASUS H87M-Pro (C2),Micro ATX,Socket 1150,Intel H87,DDR3,6,2,,
Gigabyte H81M-HD3,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,2,0
ASUS Trooper B150 D3,ATX,Socket 1151,Intel B150,DDR3,6,3,,
Gigabyte 880GMA-UD2H,Micro ATX,Socket AM3,AMD 880G,DDR3,,,4,
ASUS K8V-XE,ATX,Socket 754,VIA K8T890,DDR,,,,
MSI B85M-G43,Micro ATX,Socket 1150,Intel B85,DDR3,4,2,,
ASRock H81M,Micro ATX,Socket 1150,Intel H81,DDR3,2,2,2,0
ASUS F1A55-M LX,Micro ATX,Socket FM1,AMD A55,DDR3,,,,
Gigabyte EP45-DS5,ATX,Socket 775,Intel P45,DDR2,,,0,
Gigabyte EP45-DS4,ATX,Socket 775,Intel P45,DDR2,,,0,
Gigabyte Z97X-SOC,ATX,Socket 1150,Intel Z97,DDR3,6,4,4,
MSI X99S MPower,ATX,Socket 2011-3,Intel X99,DDR4,10,4,0,8
ASUS Sabertooth P67,ATX,Socket 1155,Intel P67,DDR3,4,2,4,
Gigabyte P65A-UD3,ATX,Socket 1155,Intel B65,DDR3,,,,
ASUS P5VD2-VM,Micro ATX,Socket 775,,DDR2,,,,
Gigabyte G41MT-S2,Micro ATX,Socket 775,Intel G41,DDR3,,,,
ASUS F1A55-M LE R2.0,Micro ATX,Socket FM1,AMD A55,DDR3,6,2,,
ASUS P6X58D-E,ATX,Socket 1366,Intel X58,DDR3,2,3,6,
MSI B75MA-P45,Micro ATX,Socket 1155,Intel B75,DDR3,1,1,4,
ASUS M2N-SLI Deluxe,ATX,Socket AM2,Nvidia nForce 570 SLI,DDR2,,,,
Gigabyte B150M-DS3H DDR3,Micro ATX,Socket 1151,Intel B150,DDR3,6,1,,
MSI H97M-G43,Micro ATX,Socket 1150,Intel H97,DDR3,6,2,,
ASRock A55M-HVS,Micro ATX,Socket FM1,AMD A55,DDR3,,,,
ASUS P5K-V,ATX,Socket 775,Intel G33,DDR2,,,,
MSI K9N Diamond,ATX,Socket AM2,Nvidia nForce 590 SLI,,,,,
Gigabyte G1.Sniper M3,Micro ATX,Socket 1155,Intel Z77,DDR3,2,3,4,
ASUS H110M-K D3,Micro ATX,Socket 1151,Intel H110,DDR3,4,1,,
ASUS M2N-SLI,ATX,Socket AM2+,Nvidia nForce 570 SLI,DDR2,,,,
Gigabyte MA785G-UD3H,ATX,Socket AM2+,AMD 785G,DDR2,,,,
MSI P6N SLI-F V2,ATX,Socket 775,Nvidia nForce 650i SLI,DDR2,,,,
ASUS F1A55-M LE,Micro ATX,Socket FM1,AMD A55,DDR3,6,2,,
ASUS M4A88T-M/USB3,Micro ATX,Socket AM3,AMD 880G,DDR3,0,1,4,
Gigabyte EP45-DS3,ATX,Socket 775,Intel P45,DDR2,,,,
Gigabyte G1.Sniper M5,Micro ATX,Socket 1150,Intel Z87,DDR3,6,3,4,
MSI B75MA-P33,Micro ATX,Socket 1155,Intel B75,DDR3,1,1,,
MSI B75A-G43,ATX,Socket 1155,Intel B75,DDR3,1,2,,
MSI B75A-G41,ATX,Socket 1155,Intel B75,DDR3,1,2,,
ASUS Maximus Formula,ATX,Socket 775,Intel X38,DDR2,,,0,
Gigabyte EP45-DQ6,ATX,Socket 775,Intel P45,DDR2,,,0,
ASRock Fatal1ty Z97M Killer,Micro ATX,Socket 1150,Intel Z97,DDR3,1,1,,
ASUS P5WD2-E Premium,ATX,Socket 775,Intel 975X,,,,,
ASUS P8H67-V,ATX,Socket 1155,Intel H67,DDR3,2,2,,
ASRock H81M-HDS R2.0,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASUS P5WDG2 WS Professional,ATX,Socket 775,Intel 975X,,,,,
ASUS H87-Pro (C2),ATX,Socket 1150,Intel H87,DDR3,6,2,,
ASUS P8H67-M,Micro ATX,Socket 1155,Intel H67,DDR3,,,,
ASUS Z87-Pro,ATX,Socket 1150,Intel Z87,DDR3,8,3,,
MSI K9N Platinum,ATX,Socket AM2,Nvidia nForce 570,,,,,
Gigabyte H67M-D2-B3,Micro ATX,Socket 1155,Intel H67,DDR3,2,2,,
ASRock FM2A88X Extreme4+,ATX,Socket FM2+,AMD A88X,DDR3,7,1,,
ASUS Z87-Deluxe/Dual (C2),ATX,Socket 1150,Intel Z87,DDR3,10,3,,
ASRock Z68 Extreme4 Gen3,ATX,Socket 1155,Intel Z68,DDR3,4,3,4,
Gigabyte Z68X-UD3,ATX,Socket 1155,Intel Z68,DDR3,2,2,,
Gigabyte Z68X-UD5,ATX,Socket 1155,Intel Z68,DDR3,2,1,,
Gigabyte Z68X-UD4,ATX,Socket 1155,Intel Z68,DDR3,4,2,4,
Gigabyte Z68X-UD7,ATX,Socket 1155,Intel Z68,DDR3,4,4,4,
Gigabyte Z77X-D3H,ATX,Socket 1155,Intel Z77,DDR3,4,1,,
Gigabyte K8NSNXP-939,ATX,Socket 939,Nvidia nForce 3 Ultra,,,,,
Gigabyte MA780G-UD3H,ATX,Socket AM2+,AMD 780G,DDR2,,,,
ASRock G41M-GS3,Micro ATX,Socket 775,Intel G41,DDR3,,,,
ASUS F2A85-V Pro,ATX,Socket FM2,AMD A85X,DDR3,7,3,4,
ASUS P5WDG2-WS,ATX,Socket 775,Intel 975X,DDR2,,,,
Gigabyte F2A88X-UP4,ATX,Socket FM2+,AMD A88X,DDR3,,,,
ASUS M4A785T-M,Micro ATX,Socket AM3,AMD 785G,DDR3,,,,
Gigabyte EG45M-UD2H,Micro ATX,Socket 775,Intel G45,DDR2,,,,
Gigabyte MA78LMT-US2H,Micro ATX,Socket AM3,AMD 760G,DDR3,,,,
MSI P35 Platinum,ATX,Socket 775,Intel P35,DDR2,,,0,
ASRock A76GMV,Micro ATX,Socket AM3,AMD 760G,DDR3,,,,
ASUS P8B75-V,ATX,Socket 1155,Intel B75,DDR3,1,1,,
ASRock Fatal1ty X99X Killer,ATX,Socket 2011-3,Intel X99,DDR4,10,3,0,8
ASUS P7F-C/4L,ATX,Socket 1156,,DDR3,,,,
ASRock Fatal1ty B150 Gaming K4/Hyper,ATX,Socket 1151,Intel B150,DDR4,6,2,,
Gigabyte H55M-UD2H,Micro ATX,Socket 1156,Intel H55,DDR3,,,4,
ASUS B150 Pro Gaming D3,ATX,Socket 1151,Intel B150,DDR3,6,2,4,0
MSI K8N Neo4,ATX,Socket 939,Nvidia nForce 4 Ultra,,,,,
ASRock A55iCafe,ATX,Socket FM1,AMD A55,DDR3,,,,
Gigabyte H110M-S2HP,Micro ATX,Socket 1151,Intel H110,DDR4,4,1,,
ASRock Z170A-X1/3.1,ATX,Socket 1151,Intel Z170,DDR4,6,2,0,4
ASRock P5B Pro,ATX,Socket 775,Intel P965,DDR2,,,,
MSI H110M Pro-VD D3,Micro ATX,Socket 1151,Intel H110,DDR3,4,1,,
ASUS P5KPL-AM SE,Micro ATX,Socket 775,Intel G31,DDR2,,,,
Gigabyte F2A68HM-HD2,Micro ATX,Socket FM2+,AMD A68H,DDR3,4,1,,
ASRock Z170 OC Formula,ATX,Socket 1151,Intel Z170,DDR4,10,4,0,4
Gigabyte EP45T-Extreme,ATX,Socket 775,Intel P45,DDR3,,,4,
ASUS P8B75-M,Micro ATX,Socket 1155,Intel H67,DDR3,1,1,,
ASUS M2N-VM HDMI,Micro ATX,Socket AM2,Nvidia nForce 630a,DDR2,,,,
ASUS M2N68-VM,Micro ATX,Socket AM2+,Nvidia GeForce 7050,DDR2,,,,
MSI H61M-P25 (B3),Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS M5A97 Pro,ATX,Socket AM3+,AMD 970,DDR3,6,2,,
Gigabyte Z77-HD3,ATX,Socket 1155,Intel Z77,DDR3,2,2,,
ASRock FM2A88X Extreme6+,ATX,Socket FM2+,AMD A88X,DDR3,7,3,4,
MSI K9NGM3-FIH,Micro ATX,Socket AM2,Nvidia GeForce 7050,DDR2,,,,
MSI 785GM-E51,Micro ATX,Socket AM3,AMD 785G,DDR3,0,1,4,
MSI H61MA-E35,Micro ATX,Socket 1155,Intel H61,DDR3,2,1,,
MSI P43-C51,ATX,Socket 775,Intel P43,DDR3,,,,
ASRock FM2A55M-DGS R2.0,Micro ATX,Socket FM2,AMD A55,DDR3,,,,
ASUS Gryphon Z97 Armor Edition,Micro ATX,Socket 1150,Intel Z97,DDR3,6,3,4,
ASRock Fatal1ty 970 Performance,ATX,Socket AM3+,AMD 970,DDR3,6,3,,
ASUS P8P67-M Pro,Micro ATX,Socket 1155,Intel P67,DDR3,3,3,,
MSI H61M-P32 (W8),Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS P7P55 WS SuperComputer,ATX,Socket 1156,Intel P55,DDR3,,,,
ASRock M3A785GM-LE/128M,Micro ATX,Socket AM3,AMD 785G,DDR3,,,,
ASRock N68C-SE,ATX,Socket AM2,Nvidia GeForce 7025,DDR3,,,,
ASRock Z97 Extreme9,ATX,Socket 1150,Intel Z97,DDR3,10,4,,
Gigabyte Z170M-D3H,Micro ATX,Socket 1151,Intel Z170,DDR4,6,2,,
Gigabyte H170M-D3H DDR3,Micro ATX,Socket 1151,Intel H170,DDR3,6,2,,
ASRock Z97 Extreme6,ATX,Socket 1150,Intel Z97,DDR3,10,3,4,
ASRock Z97 Extreme4,ATX,Socket 1150,Intel Z97,DDR3,8,3,4,
Gigabyte Z87X-SLI,ATX,Socket 1150,Intel Z87,DDR3,6,2,,
ASRock Z97 Extreme3,ATX,Socket 1150,Intel Z97,DDR3,6,2,,
Gigabyte MA770-UD3,ATX,Socket AM2+,AMD 770,DDR2,,,,
ASUS F2A55-M,Micro ATX,Socket FM2,AMD A55,DDR3,0,2,4,
ASUS P5N-E SLI,ATX,Socket 775,Nvidia nForce 650i SLI,DDR2,,,,
ASUS H81-Gamer,ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASUS Vanguard B85,Micro ATX,Socket 1150,Intel B85,DDR3,4,2,4,
MSI CSM-B85M-P32,Micro ATX,Socket 1150,Intel B85,DDR3,,,,
ASRock Z87 Extreme9/ac,ATX,Socket 1150,Intel Z87,DDR3,10,5,4,
ASRock B85M-HDS R2.0,Micro ATX,Socket 1150,Intel B85,DDR3,4,1,,
MSI 785GM-E65,Micro ATX,Socket AM3,AMD 785G,DDR3,,,4,
MSI AM1M,Micro ATX,Socket AM1,,DDR3,,,,
ASRock Z77 Extreme6/TB4,ATX,Socket 1155,Intel Z77,DDR3,4,2,,
ASRock B75M-GL,Micro ATX,Socket 1155,Intel B75,DDR3,1,2,,
ASRock H170 Pro4,ATX,Socket 1151,Intel H170,DDR4,6,2,,
Gigabyte MA790X-UD3P,ATX,Socket AM2+,AMD 790X,DDR2,,,,
ASUS P6X58D Premium,ATX,Socket 1366,Intel X58,DDR3,2,3,,
Gigabyte H170M-DS3H,Micro ATX,Socket 1151,Intel H170,DDR4,6,1,,
Gigabyte H55-UD3H,ATX,Socket 1156,Intel H55,DDR3,,,4,
MSI H61M-P22,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS P8H61-M LE/CSM R2.0,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
Gigabyte P55A-UD7,ATX,Socket 1156,Intel P55,DDR3,,,4,
ASUS P5N72-T Premium EPU,ATX,Socket 775,Nvidia nForce 780i SLI,DDR2,,,,
Gigabyte P55A-UD3,ATX,Socket 1156,Intel P55,DDR3,,,4,
Gigabyte P55A-UD4,ATX,Socket 1156,Intel P55,DDR3,,,,
Gigabyte H61M-D2-B3,Micro ATX,Socket 1155,Intel H61,DDR3,0,1,,
Gigabyte P55A-UD5,ATX,Socket 1156,Intel P55,DDR3,,,4,
ASRock G43Twins-FullHD,ATX,Socket 775,Intel G43,DDR2+DDR3,,,,
ASUS P9D-E/4L,ATX,Socket 1150,Intel C224,DDR3,6,1,,
Gigabyte P55A-UD6,ATX,Socket 1156,Intel P55,DDR3,,,6,
Gigabyte Z170-HD3P,ATX,Socket 1151,Intel Z170,DDR4,6,2,,
Gigabyte P43T-ES3G,ATX,Socket 775,Intel P43,DDR3,,,,
ASUS Z97-K/CSM,ATX,Socket 1150,Intel Z97,DDR3,6,2,,
Gigabyte M61P-S3,ATX,Socket AM2,Nvidia GeForce 6100,,,,,
ASUS P5N73-AM/C/SI,Micro ATX,Socket 775,Nvidia GeForce 7050,DDR2,,,,
ASUS M4N78 Pro,ATX,Socket AM3,Nvidia GeForce 8300,DDR2,,,,
ASRock FM2A58M-VG3+,Micro ATX,Socket FM2+,AMD A58,DDR3,,,,
ASUS Q170M-C,Micro ATX,Socket 1151,Intel Q170,DDR4,6,2,,
MSI G33M-FI,Micro ATX,Socket 775,Intel G33,DDR2,,,,
ASUS Z97-Deluxe (NFC&WLC),ATX,Socket 1150,Intel Z97,DDR3,10,3,4,
MSI P45D3 Platinum,ATX,Socket 775,Intel P45,DDR3,,,,
MSI Z170A Krait Gaming 3X,ATX,Socket 1151,Intel Z170,DDR4,6,3,,
Gigabyte MA790X-UD4P,ATX,Socket AM2+,AMD 790X,DDR2,,,,
ASUS H87M-Pro,Micro ATX,Socket 1150,Intel H87,DDR3,6,2,,
ASUS P8P67,ATX,Socket 1155,Intel P67,DDR3,4,2,4,
MSI 760GM-P33,Micro ATX,Socket AM3,AMD 760G,DDR3,,,,
ASUS Z97-P,ATX,Socket 1150,Intel Z97,DDR3,6,1,,
ASUS B85M-E/CSM,Micro ATX,Socket 1155,Intel B85,DDR3,2,1,,
ASUS M3N-H/HDMI,ATX,Socket AM2+,Nvidia GeForce 8300,DDR2,,,,
ASUS M4A78,ATX,Socket AM2+,AMD 770,DDR2,,,,
ASRock P5B-DE,ATX,Socket 775,Intel P965,DDR2,,,,
ASUS M4A77,ATX,Socket AM3,AMD 770,DDR2,,,,
Gigabyte Z68MX-UD2H,Micro ATX,Socket 1155,Intel Z68,DDR3,4,3,,
Gigabyte EP31-DS3L,ATX,Socket 775,Intel P31,DDR2,,,,
ASUS Z97-E,ATX,Socket 1150,Intel Z97,DDR3,4,2,,
MSI B150M Bazooka,Micro ATX,Socket 1151,Intel B150,DDR4,6,1,0,4
Gigabyte F2A88X-D3HP,ATX,Socket FM2+,AMD A88X,DDR3,,,,
ASUS Z97-K,ATX,Socket 1150,Intel Z97,DDR3,6,2,,
