ProductName,Capacity (Total),ModuleNum,MemType,MemSpeed
Corsair Vengeance LPX Red 8GB DDR4-4000 CL19 kit,8 GB,2 x,DDR4,4000 MHz
Team Xtreem Vulcan 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
Geil 4GB DDR3-1066 CL7 kit,4 GB,2 x,DDR3,1066 MHz
OCZ Platinum XTC 6GB DDR3-1800 CL8 triple kit,6 GB,3 x,DDR3,1800 MHz
Corsair Dominator Platinum 64GB DDR4-2800 CL14 quad kit,64 GB,4 x,DDR4,2800 MHz
Team Dark Pro Series Red 16GB DDR4-3000 CL15 kit,16 GB,2 x,DDR4,3000 MHz
Geil 12GB DDR3-1600 CL9 hexa kit,12 GB,6 x,DDR3,1600 MHz
G.Skill Ares 8GB DDR3-2133 CL9 kit,8 GB,2 x,DDR3,2133 MHz
G.Skill Ripjaws IV 8GB DDR4-2800 CL16 kit,8 GB,2 x,DDR4,2800 MHz
Kingston HyperX 6GB DDR3-2000 CL9 triple kit + KHX Fan,6 GB,3 x,DDR3,2000 MHz
Corsair Vengeance LPX Black 32GB DDR4-2400 CL14 kit,32 GB,2 x,DDR4,2400 MHz
G.Skill Trident Z Black/White 128GB DDR4-3200 CL16 octo kit,128 GB,8 x,DDR4,3200 MHz
Team Dark Series Grey 32GB DDR4-2800 CL16 quad kit,32 GB,4 x,DDR4,2800 MHz
Crucial Ballistix Elite 16GB DDR4-2666 CL16 quad-kit,16 GB,4 x,DDR4,2666 MHz
Crucial 32GB DDR4-2133 CL15 ECC quad kit,32 GB,4 x,DDR4,2133 MHz
Team Dark Series Black 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
G.Skill PI Black 4GB DDR2-1066 CL5 kit,4 GB,2 x,DDR2,1066 MHz
Corsair XMS3 64GB DDR3-1333 CL9 octo kit,64 GB,8 x,DDR3,1333 MHz
Geil Evo Potenza 64GB DDR4-2400 CL15 octo kit,64 GB,8 x,DDR4,2400 MHz
G.Skill Ripjaws V Red 16GB DDR4-2666 CL15 quad kit,16 GB,4 x,DDR4,2666 MHz
G.Skill 16GB DDR3-1333 CL9 kit,16 GB,2 x,DDR3,1333 MHz
Crucial Ballistix Tracer Green 6GB DDR3-1600 CL8 triple kit,6 GB,3 x,DDR3,1600 MHz
Corsair Twin2X 4GB DDR2-800 CL5 kit,4 GB,2 x,DDR2,800 MHz
G.Skill Aegis 8GB DDR3-1333 CL9 kit,8 GB,2 x,DDR3,1333 MHz
G.Skill RipjawsX 16GB DDR3-2133 CL9 kit,16 GB,2 x,DDR3,2133 MHz
Corsair Vengeance LPX Black 16GB DDR4-2800 CL16 kit,16 GB,2 x,DDR4,2800 MHz
Crucial 32GB DDR3-1866 CL13 ECC Registered kit,32 GB,2 x,DDR3,1866 MHz
Kingston HyperX Fury Blue 16GB DDR3-1866 CL10 kit,16 GB,2 x,DDR3,1866 MHz
Kingston HyperX LoVo 8GB DDR3-1600 CL9 XMP kit,8 GB,2 x,DDR3,1600 MHz
Corsair Twin3X 4GB DDR3-1600 CL7 DHX XMP kit,4 GB,2 x,DDR3,1600 MHz
Adata XPG V3 8GB DDR3-3000 CL12 kit,8 GB,2 x,DDR3,3000 MHz
Team Vulcan Series Red 8GB DDR3-1866 CL9 kit,8 GB,2 x,DDR3,1866 MHz
G.Skill Ripjaws IVGB DDR3-1600 CL7-8 kit,4 GB,2 x,DDR3,1600 MHz
G.Skill Ripjaws V 128GB DDR4-3000 CL14 octo kit,128 GB,8 x,DDR4,3000 MHz
Geil Evo Potenza 32GB DDR3-1600 CL11 quad kit,32 GB,4 x,DDR3,1600 MHz
Crucial 8GB DDR4-2666 CL16 kit,8 GB,2 x,DDR4,2666 MHz
G.Skill TridentX 8GB DDR3-2666 CL11 kit,8 GB,2 x,DDR3,2666 MHz
Corsair Vengeance LPX Red 8GB DDR4-2400 CL16 kit,8 GB,2 x,DDR4,2400 MHz
Crucial 8GB DDR3-1066 CL7 ECC kit,8 GB,2 x,DDR3,1066 MHz
Crucial Ballistix Tracer Red 4GB DDR2-800 kit,4 GB,2 x,DDR2,800 MHz
OCZ XTE Blade 2 6GB DDR3-2400 CL10 triple kit,6 GB,3 x,DDR3,2400 MHz
Transcend 4GB DDR3-1333 CL9 kit,4 GB,2 x,DDR3,1333 MHz
Geil Dragon 16GB DDR4-2666 CL15 quad kit,16 GB,4 x,DDR4,2666 MHz
G.Skill 6GB DDR3-1600 CL9 triple kit,6 GB,3 x,DDR3,1600 MHz
Kingston HyperX Fury White 8GB DDR3-1866 CL10 kit,8 GB,2 x,DDR3,1866 MHz
G.Skill RipjawsX 4GB DDR3-1333 CL8 kit,4 GB,2 x,DDR3,1333 MHz
Corsair Vengeance LPX Black 8GB DDR4-2400 CL16 kit,8 GB,2 x,DDR4,2400 MHz
G.Skill Ripjaws V 64GB DDR4-3200 CL16 quad kit,64 GB,4 x,DDR4,3200 MHz
Team Zeus Series Blue 8GB DDR3-2133 CL11 kit,8 GB,2 x,DDR3,2133 MHz
Corsair Vengeance Blue 16GB DDR3-1600 CL9 LP quad kit,16 GB,4 x,DDR3,1600 MHz
Kingston HyperX LoVo 32GB DDR3-1600 CL9 quad kit,32 GB,4 x,DDR3,1600 MHz
G.Skill Ripjaws IV Red 16GB DDR4-2666 CL15 kit,16 GB,2 x,DDR4,2666 MHz
Kingston HyperX Predator 8GB DDR3-1866 CL9 kit,8 GB,2 x,DDR3,1866 MHz
OCZ Fatal1ty 4GB DDR2-800 CL5 kit,4 GB,2 x,DDR2,800 MHz
OCZ Platinum XTC 6GB DDR3-2000 triple kit,6 GB,3 x,DDR3,2000 MHz
Kingston ValueRam 4GB DDR3-1600 CL9 XMP kit,4 GB,2 x,DDR3,1600 MHz
Crucial 12GB DDR3-1600 VLP ECC Triple kit,12 GB,3 x,DDR3,1600 MHz
Kingston HyperX T1 Black 8GB DDR3-2133 CL11 kit,8 GB,2 x,DDR3,2133 MHz
Corsair XMS 8GB DDR3-1333 CL9 kit,8 GB,2 x,DDR3,1333 MHz
Corsair Vengeance 12GB DDR3-1600 CL9 triple kit,12 GB,3 x,DDR3,1600 MHz
Kingston HyperX Beast 32GB DDR3-1866 CL10 quad kit,32 GB,4 x,DDR3,1866 MHz
Corsair Vengeance 16GB DDR3-2400 CL10 quad kit,16 GB,4 x,DDR3,2400 MHz
G.Skill Trident Z 32GB DDR4-3200 CL14 Silver/White quad kit,32 GB,4 x,DDR4,3200 MHz
OCZ Platinum EB 4GB DDR2-800 kit,4 GB,2 x,DDR2,800 MHz
G.Skill Trident Z 16GB DDR4-3000 CL15 kit,16 GB,2 x,DDR4,3000 MHz
Kingston HyperX Genesis Overclockers.uk Edition Red 16GB DDR3-2133 CL11 kit,16 GB,2 x,DDR3,2133 MHz
Crucial Ballistix Tactical 16GB DDR4-3000 CL16 quad kit,16 GB,4 x,DDR4,3000 MHz
G.Skill Ripjaws V 32GB DDR4-3400 CL16 kit,32 GB,2 x,DDR4,3400 MHz
Geil Evo Veloce 16GB DDR3-1600 CL10 kit,16 GB,2 x,DDR3,1600 MHz
Corsair Dominator Platinum 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
Adata G Series 6GB DDR3-1600 CL9 triple kit,6 GB,3 x,DDR3,1600 MHz
Kingston HyperX Genesis Overclockers.uk Edition Red 16GB DDR3-2400 CL11 kit,16 GB,2 x,DDR3,2400 MHz
Corsair Dominator Platinum 32GB DDR4-3200 CL16 kit,32 GB,2 x,DDR4,3200 MHz
Adata XPG Z1 16GB DDR4-2400 CL16 kit,16 GB,2 x,DDR4,2400 MHz
G.Skill RipjawsZ 32GB DDR3-1866 CL9 octo kit,32 GB,8 x,DDR3,1866 MHz
Corsair Vengeance Red 8GB DDR3-1600 CL8 quad kit,8 GB,4 x,DDR3,1600 MHz
Crucial 6GB DDR3-1066 CL7 triple kit,6 GB,3 x,DDR3,1066 MHz
Crucial Ballistix Sport LT White 64GB DDR4-2400 CL16 quad kit,64 GB,4 x,DDR4,2400 MHz
G.Skill Trident Z Silver/White 32GB DDR4-3200 CL14 kit,32 GB,2 x,DDR4,3200 MHz
Geil Evo One 8GB DDR3-1333 CL7 kit,8 GB,2 x,DDR3,1333 MHz
Geil Ultra Plus 4GB DDR2-800 CL4 kit,4 GB,2 x,DDR2,800 MHz
G.Skill 32GB DDR4-2666 CL16 octo kit,32 GB,8 x,DDR4,2666 MHz
Crucial 4GB DDR4-2133 CL15 ECC kit,8 GB,2 x,DDR4,2133 MHz
Crucial 16GB DDR3-1866 CL13 VLP kit,16 GB,2 x,DDR3,1866 MHz
G.Skill Trident Z White/Silver 16GB DDR4-3333 CL16 kit,16 GB,2 x,DDR4,3333 MHz
Kingston HyperX Predator 8GB DDR3-2400 CL11 kit,8 GB,2 x,DDR3,2400 MHz
Kingston HyperX Fury 32GB DDR4-2133 CL14 quad kit,32 GB,4 x,DDR4,2133 MHz
Corsair Dominator GT 6GB DDR3-1866 CL9 triple kit,6 GB,3 x,DDR3,1866 MHz
G.Skill Trident Z 16GB DDR4-3400 CL16 kit,16 GB,2 x,DDR4,3400 MHz
Kingston HyperX Predator 8GB DDR3-2133 CL11 kit,8 GB,2 x,DDR3,2133 MHz
Corsair Vengeance LPX White 16GB DDR4-2666 CL16 kit,16 GB,2 x,DDR4,2666 MHz
Corsair XMS3 16GB DDR3-1600 CL9 quad kit,16 GB,4 x,DDR3,1600 MHz
Corsair Vengeance LPX Red 32GB DDR4-3000 CL15 quad kit,32 GB,4 x,DDR4,3000 MHz
Geil Ultra Plus 4GB DDR3-2200 CL9 kit,4 GB,2 x,DDR3,2200 MHz
Corsair Vengeance LPX Red 16GB DDR4-3000 CL15 kit,16 GB,2 x,DDR4,3000 MHz
Adata XPG Z1 32GB DDR4-2133 CL15 quad kit,32 GB,4 x,DDR4,2133 MHz
OCZ Reaper HPC 6GB DDR3-1800 CL8 triple kit,6 GB,3 x,DDR3,1800 MHz
Adata XPG Grey V2 8GB DDR3-2800 CL12 kit,8 GB,2 x,DDR3,2800 MHz
Geil Dragon 64GB DDR4-2400 CL14 quad kit,64 GB,4 x,DDR4,2400 MHz
Corsair XMS3 4GB DDR3-1600 CL9 kit,4 GB,2 x,DDR3,1600 MHz
G.Skill Ripjaws V 16GB DDR4-3200 CL14 kit,16 GB,2 x,DDR4,3200 MHz
G.Skill Sniper 16GB DDR3-2400 CL11 kit,16 GB,2 x,DDR3,2400 MHz
Corsair Vengeance LPX White 32GB DDR4-2666 CL16 quad kit,32 GB,4 x,DDR4,2666 MHz
Corsair Vengeance 6GB DDR3-1600 CL9 triple kit,6 GB,3 x,DDR3,1600 MHz
OCZ SLI XTC 4GB DDR2-800 CL4 EPP kit,4 GB,2 x,DDR2,800 MHz
Kingston HyperX Savage Black 32GB DDR4-2400 CL14 kit,32 GB,2 x,DDR4,2400 MHz
Kingston HyperX Anniversary 16GB DDR3-2133 CL11 quad kit,16 GB,4 x,DDR3,2133 MHz
Crucial 6GB DDR3-1600 CL11 ECC triple kit,6 GB,3 x,DDR3,1600 MHz
OCZ Platinum XTC 4GB DDR2-1000 CL5 kit,4 GB,2 x,DDR2,1000 MHz
Corsair Dominator Platinum 16GB DDR4-2666 CL15 kit,16 GB,2 x,DDR4,2666 MHz
Crucial 64GB DDR4-2133 CL15 VLP ECC Registered quad kit,64 GB,4 x,DDR4,2133 MHz
G.Skill Ripjaws IV 16GB DDR4-3000 CL15 kit,16 GB,2 x,DDR4,3000 MHz
G.Skill Sniper 16GB DDR3-2400 CL11 quad kit,16 GB,4 x,DDR3,2400 MHz
G.Skill RipjawsZ 32GB DDR3-2133 CL9 octo kit,32 GB,8 x,DDR3,2133 MHz
Geil Enhance Corsa 16GB DDR3-1600 CL10 kit,16 GB,2 x,DDR3,1600 MHz
Geil White Dragon 16GB DDR4-3200 CL15 quad kit,16 GB,4 x,DDR4,3200 MHz
G.Skill Trident Z Black/Yellow 32GB DDR4-3200 CL15 kit,32 GB,2 x,DDR4,3200 MHz
Kingston HyperX 12GB DDR3-1600 CL9 triple kit,12 GB,3 x,DDR3,1600 MHz
G.Skill Trident Z Series 16GB DDR4-4133 CL19 kit,16 GB,2 x,DDR4,4133 MHz
Geil Dragon 16GB DDR4-2800 CL14 kit,16 GB,2 x,DDR4,2800 MHz
Team Vulcan Series Gold 16GB DDR3-1866 CL11 quad kit,16 GB,4 x,DDR3,1866 MHz
G.Skill Trident Z 8GB DDR4-3866 CL18 kit,8 GB,2 x,DDR4,3866 MHz
G.Skill Trident Z Black/Silver 16GB DDR4-3200 CL16 kit,16 GB,2 x,DDR4,3200 MHz
Crucial Ballistix Sport LT Red 64GB DDR4-2400 CL16 quad kit,64 GB,4 x,DDR4,2400 MHz
G.Skill Trident Z 8GB DDR4-3600 CL17 kit,8 GB,2 x,DDR4,3600 MHz
Transcend AxeRam 8GB DDR3-2000 XMP kit,8 GB,2 x,DDR3,2000 MHz
Corsair Vengeance LPX Black 8GB DDR4-4133 CL19 kit,8 GB,2 x,DDR4,4133 MHz
Geil Evo Potenza White Series 32GB DDR3-2400 CL11 quad kit,32 GB,4 x,DDR3,2400 MHz
G.Skill Ripjaws 8GB DDR3-1600 CL9 quad kit,8 GB,4 x,DDR3,1600 MHz
Kingston HyperX Beast 8GB DDR3-1866 CL9 kit,8 GB,2 x,DDR3,1866 MHz
Corsair XMS3 8GB DDR3-1333 CL9 quad kit,8 GB,4 x,DDR3,1333 MHz
Geil Super Luce White 16GB DDR4-3000 CL16 kit,16 GB,2 x,DDR4,3000 MHz
Corsair Vengeance LPX Black 16GB DDR4-3200 CL15 quad kit,16 GB,4 x,DDR4,3200 MHz
Corsair Vengeance Pro Gold 16GB DDR3-2400 CL10 kit,16 GB,2 x,DDR3,2400 MHz
Corsair Vengeance LPX Black 64GB DDR4-2800 CL14 octo kit,64 GB,8 x,DDR4,2800 MHz
G.Skill Trident Z Silver/Red 64GB DDR4-3200 CL16 octo kit,64 GB,8 x,DDR4,3200 MHz
Crucial Ballistix Tactical Tracer 4GB DDR3-1600 CL8 kit,4 GB,2 x,DDR3,1600 MHz
Crucial 6GB DDR3-1333 CL9 triple kit,6 GB,3 x,DDR3,1333 MHz
Corsair Vengeance LPX Red 8GB DDR4-4133 CL19 kit,8 GB,2 x,DDR4,4133 MHz
Adata XPG Xtreme128 4GB DDR3-1600 CL7 kit,4 GB,2 x,DDR3,1600 MHz
Team Vulcan 16GB DDR4-3000 CL16 quad kit,16 GB,4 x,DDR4,2400 MHz
G.Skill Ripjaws V 32GB DDR4-2800 CL14 kit,32 GB,2 x,DDR4,2800 MHz
OCZ Fatal1ty XTC 4GB DDR2-1066 CL7 kit,4 GB,2 x,DDR2,1066 MHz
Adata XPG Z1 8GB DDR4-2400 CL16 kit,8 GB,2 x,DDR4,2400 MHz
Adata XPG Grey V2 16GB DDR3-2400 CL11 kit,16 GB,2 x,DDR3,2400 MHz
Kingston HyperX Beast 8GB DDR3-2400MHz CL11 kit,8 GB,2 x,DDR3,2400 MHz
Kingston HyperX 4GB DDR2-800 CL5 kit,4 GB,2 x,DDR2,800 MHz
G.Skill Ripjaws V White 16GB DDR4-3000 CL15 kit,16 GB,2 x,DDR4,3000 MHz
Corsair Twin2X 4GB DDR2-800 CL5 EPP DHX kit,4 GB,2 x,DDR2,800 MHz
Geil Super Luce Blue 16GB DDR4-3000 CL15 kit,16 GB,2 x,DDR4,3000 MHz
Kingston HyperX 4GB DDR3-2133 CL9 XMP kit,4 GB,2 x,DDR3,2133 MHz
Kingston ValueRam 4GB DDR2-400 CL3 ECC Registered kit,4 GB,2 x,DDR2,400 MHz
Kingston HyperX Savage Black 32GB DDR4-2666 CL15 kit,32 GB,2 x,DDR4,2666 MHz
Corsair Vengeance Blue 8GB DDR3-1600 CL8 kit,8 GB,2 x,DDR3,1600 MHz
Crucial Ballistix Elite 16GB DDR4-3000 CL15 kit,16 GB,2 x,DDR4,3000 MHz
Kingston HyperX 4GB DDR3-2250 CL9 XMP kit,4 GB,2 x,DDR3,2250 MHz
G.Skill Eco Series 4GB DDR3-1600 CL9 kit,4 GB,2 x,DDR3,1600 MHz
G.Skill Ares 32GB DDR3-2133 CL11 quad kit,32 GB,4 x,DDR3,2133 MHz
G.Skill TridentX 16GB DDR3-2666 CL11 kit,16 GB,2 x,DDR3,2666 MHz
G.Skill Ripjaws V 32GB DDR4-3000 CL15 kit,32 GB,2 x,DDR4,3000 MHz
Kingston ValueRam 32GB DDR3-1600 CL11 ECC Registered quad kit,32 GB,4 x,DDR3,1600 MHz
Kingston HyperX Predator 64GB DDR4-2800 CL14 octo kit,64 GB,8 x,DDR4,2800 MHz
Team Vulcan Series Orange 16GB DDR3-2133 CL10 kit,16 GB,2 x,DDR3,2133 MHz
G.Skill Ripjaws 8GB DDR3-1333 CL7 kit,8 GB,2 x,DDR3,1333 MHz
Geil Enhance Plus 8GB DDR3-1500 CL9 kit,8 GB,2 x,DDR3,1500 MHz
Corsair Vengenace LPX Red 32GB DDR4-3600 CL18 quad kit,32 GB,4 x,DDR4,3600 MHz
G.Skill Ripjaws V Red 128GB DDR4-3000 CL14 octo kit + Fans,128 GB,8 x,DDR4,3000 MHz
Crucial 24GB DDR3L-1333 CL9 triple kit,24 GB,3 x,DDR3,1333 MHz
G.Skill Ripjaws V Black 64GB DDR4-3333 CL16 quad kit,64 GB,4 x,DDR4,3333 MHz
Kingston HyperX Red 16GB DDR3-1600 CL10 kit,16 GB,2 x,DDR3,1600 MHz
Kingston HyperX T1 16GB DDR3-2133 CL11 kit,16 GB,2 x,DDR3,2133 MHz
Kingston HyperX 6GB DDR3-2000 CL8 XMP Tall triple kit,6 GB,3 x,DDR3,2000 MHz
OCZ Platinum 12GB DDR3-2000 CL9 triple kit,12 GB,3 x,DDR3,2000 MHz
Corsair Vengeance Pro Silver 32GB DDR3-2133 CL11 quad kit,32 GB,4 x,DDR3,2133 MHz
Team Vulcan Series Gold 16GB DDR3-2133 CL10 kit,16 GB,2 x,DDR3,2133 MHz
Corsair Dominator Platinum 16GB DDR3-2400 CL9 quad kit,16 GB,4 x,DDR3,2400 MHz
OCZ Flex EX 4GB DDR3-1600 CL7 kit,4 GB,2 x,DDR3,1600 MHz
G.Skill Pi 4GB DDR2-1000 CL5 kit,4 GB,2 x,DDR2,1000 MHz
Adata XPG Z1 16GB DDR4-2400 CL16 quad kit,16 GB,4 x,DDR4,2400 MHz
Crucial 64GB DDR4-2400 CL17 quad kit,64 GB,4 x,DDR4,2400 MHz
Crucial Ballistix Elite 8GB DDR4-3000 CL15 kit,8 GB,2 x,DDR4,3000 MHz
OCZ Platinum XTC 8GB DDR2-800 CL5 kit,8 GB,2 x,DDR2,800 MHz
G.Skill Ripjaws IV Black 16GB DDR4-3200 CL16 quad kit,16 GB,4 x,DDR4,3200 MHz
Geil Evo Two 16GB DDR3-1333 CL7 quad kit,16 GB,4 x,DDR3,1333 MHz
G.Skill Eco Series 8GB DDR3-1600 CL9 quad kit,8 GB,4 x,DDR3,1600 MHz
Kingston HyperX Fury Black 16GB DDR4-2133 CL14 quad kit,16 GB,4 x,DDR4,2133 MHz
Corsair Triple3X 6GB DDR3-1600 CL8 triple kit,6 GB,3 x,DDR3,1600 MHz
Corsair Dominator Platinum 8GB DDR3-2666 CL11 kit,8 GB,2 x,DDR3,2666 MHz
Corsair Dominator Platinum 128GB DDR4-2800 CL14 octo kit,128 GB,8 x,DDR4,2800 MHz
G.Skill Pi 4GB DDR2-800 CL5 kit,4 GB,2 x,DDR2,800 MHz
Corsair Dominator Platinum 16GB DDR4-2666 CL16 quad kit,16 GB,4 x,DDR4,2666 MHz
Geil Enhance Corsa 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
Crucial 16GB DDR3-1866 CL13 ECC Registered kit,16 GB,2 x,DDR3,1866 MHz
Geil Value Plus 6GB DDR3-1333 CL9 triple kit,6 GB,3 x,DDR3,1333 MHz
Corsair Dominator Platinum 16GB DDR4-3000 CL14 quad kit,16 GB,4 x,DDR4,3000 MHz
OCZ Flex II XLC 4GB DDR2-1150 CL5 kit,4 GB,2 x,DDR2,1150 MHz
Adata XPG V2 Gold 8GB DDR3-3100 CL12 kit,8 GB,2 x,DDR3,3100 MHz
G.Skill RipjawsX 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
Kingston HyperX Savage 16GB DDR3-1600MHz CL9 kit,16 GB,2 x,DDR3,1600 MHz
Geil Evo Corsa 8GB DDR3-2133 CL9 kit,8 GB,2 x,DDR3,2133 MHz
Geil Evo Potenza Frost White 8GB DDR3-3000 CL13 kit,8 GB,2 x,DDR3,3000 MHz
Geil Value Plus 16GB DDR3-1333 CL9 quad kit,16 GB,4 x,DDR3,1333 MHz
Kingston HyperX PnP 16GB DDR3-1600 CL10 kit,16 GB,2 x,DDR3,1600 MHz
Geil Evo Potenza 32GB DDR3-1866 CL9 quad kit,32 GB,4 x,DDR3,1866 MHz
Geil Evo Leggera 32GB DDR3-1866 CL9 quad kit,32 GB,4 x,DDR3,1866 MHz
Geil Evo Forza 8GB DDR4-2400 CL16 kit,8 GB,2 x,DDR4,2400 MHz
OCZ Flex EX 6GB DDR3-1866 CL7 triple kit,6 GB,3 x,DDR3,1866 MHz
G.Skill Ripjaws V 8GB DDR4-2400 CL15 kit,8 GB,2 x,DDR4,2400 MHz
Geil Black Dragon 6GB DDR3-1600 CL9 triple kit,6 GB,3 x,DDR3,1600 MHz
G.Skill Ripjaws V Red 64GB DDR4-2400 CL15 quad kit,64 GB,4 x,DDR4,2400 MHz
Kingston ValueRam 16GB DDR3-1066 CL7 ECC Registered kit,16 GB,2 x,DDR3,1066 MHz
Crucial 4GB DDR2-800 CL6 kit,4 GB,2 x,DDR2,800 MHz
Kingston HyperX Beast 16GB DDR3-2400MHz CL11 quad kit,16 GB,4 x,DDR3,2400 MHz
OCZ Reaper HPC 8GB DDR3-1600 LV CL8 triple kit,8 GB,3 x,DDR3,1600 MHz
Kingston ValueRam 8GB DDR2-533 CL4 ECC Registered kit,8 GB,2 x,DDR2,533 MHz
G.Skill Trident Z 16GB Black/White DDR4-3600 CL16 kit,16 GB,2 x,DDR4,3600 MHz
Crucial 6GB DDR3-1333 CL9 ECC triple kit,6 GB,3 x,DDR3,1333 MHz
G.Skill NT 4GB DDR3-1333 CL9 kit,4 GB,2 x,DDR3,1333 MHz
Kingston ValueRam 24GB DDR3-1333 ECC Registered triple kit,24 GB,3 x,DDR3,1333 MHz
G.Skill Ripjaws V Red 32GB DDR4-2133 CL15 quad kit,32 GB,4 x,DDR4,2133 MHz
G.Skill TridentX 8GB DDR3-2400 CL10 kit,8 GB,2 x,DDR3,2400 MHz
Team Xtreem Series White 8GB DDR3-2800 CL12 kit,8 GB,2 x,DDR3,2800 MHz
G.Skill Ripjaws V Black 8GB DDR4-3200 CL16-18 kit,8 GB,2 x,DDR4,3200 MHz
Corsair Vengeance 8GB DDR3-1866 CL9 kit,8 GB,2 x,DDR3,1866 MHz
G.Skill Ripjaws V 32GB DDR4-2800 CL15 quad kit,32 GB,4 x,DDR4,2800 MHz
Corsair Vengeance Red 16GB DDR3-2133 CL11 quad kit,16 GB,4 x,DDR3,2133 MHz
OCZ Platinum 4GB DDR3-1866 CL9 Low Voltage kit,4 GB,2 x,DDR3,1866 MHz
Geil Enhance Plus 6GB DDR3-1750 CL9 triple kit,6 GB,3 x,DDR3,1750 MHz
Crucial Ballistix Sport XT 8GB DDR3-1866 CL10 kit,8 GB,2 x,DDR3,1866 MHz
Geil Evo One 8GB DDR3-1333 CL9 kit,8 GB,2 x,DDR3,1333 MHz
G.Skill TridentX 8GB DDR3-3000 CL12 kit,8 GB,2 x,DDR3,3000 MHz
Geil Evo Leggera 16GB DDR3-2800 CL11-14 quad kit,16 GB,2 x,DDR3,2800 MHz
Crucial 32GB DDR4-2666 CL16 quad kit,32 GB,4 x,DDR4,2666 MHz
Kingston HyperX Fury 64GB DDR4-2400 CL15 quad kit,64 GB,4 x,DDR4,2400 MHz
Corsair Twin3X Dominator 4GB DDR3-2000 CL9 EPP kit,4 GB,2 x,DDR3,2000 MHz
Corsair Vengeance 8GB DDR4-2666 CL18 kit,8 GB,2 x,DDR4,2666 MHz
Adata XPG V3 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
Corsair Vengeance Blue 16GB DDR3-1866 CL9 LP quad kit,16 GB,4 x,DDR3,1866 MHz
G.Skill Ripjaws IVGB DDR3-1866 CL9 kit,4 GB,2 x,DDR3,1866 MHz
Kingston HyperX Fury 32GB DDR4-2133 CL14 kit,32 GB,2 x,DDR4,2133 MHz
G.Skill Sniper 8GB DDR3-2133 CL10 kit,8 GB,2 x,DDR3,2133 MHz
Kingston HyperX 8GB DDR3-2133 CL9 kit,8 GB,2 x,DDR3,2133 MHz
Corsair Dominator Platinum 32GB DDR4-3200 CL16 quad kit,32 GB,4 x,DDR4,3200 MHz
G.Skill Trident 6GB DDR3-1866 CL9 kit,6 GB,2 x,DDR3,1866 MHz
Geil 16GB DDR3-1333 CL9 kit,16 GB,2 x,DDR3,1333 MHz
OCZ Platinum XTC 4GB DDR2-1150 CL5 kit,4 GB,2 x,DDR2,1150 MHz
G.Skill Aegis 32GB DDR4-2133 CL15 kit,32 GB,2 x,DDR4,2133 MHz
OCZ Platinum 6GB DDR3-1600 CL7 triple kit,6 GB,3 x,DDR3,1600 MHz
Corsair Vengeance Black/Red LED 16GB DDR4-3200 CL16 kit,16 GB,2 x,DDR4,3200 MHz
Crucial 12GB DDR3-1333 CL9 triple kit,12 GB,3 x,DDR3,1333 MHz
Team Xtreem LV 4GB DDR3-1600 CL6 kit,4 GB,2 x,DDR3,1600 MHz
Corsair Vengeance Pro 64GB DDR3-2133 CL11 octo kit,64 GB,8 x,DDR3,2133 MHz
Kingston ValueRam 6GB DDR3-1333 CL9 Registered ECC triple kit,6 GB,3 x,DDR3,1333 MHz
G.Skill Trident Z 16GB DDR4-3600 CL15 kit,16 GB,2 x,DDR4,3600 MHz
G.Skill TridentX 16GB DDR3-1866 CL8 kit,16 GB,2 x,DDR3,1866 MHz
G.Skill Ripjaws V 16GB DDR4-3200 CL16 kit,16 GB,2 x,DDR4,3200 MHz
Kingston HyperX 8GB DDR3-2133 CL11 XMP kit,8 GB,2 x,DDR3,2133 MHz
Kingston HyperX 12GB DDR3-1600 CL9 XMP hexa kit,12 GB,2 x,DDR3,1600 MHz
Kingston HyperX Genesis 8GB DDR3-2133 CL11 quad kit,8 GB,4 x,DDR3,2133 MHz
Team Xtreem Series White 4GB DDR3-2133 CL11 quad kit,4 GB,4 x,DDR3,2133 MHz
Kingston HyperX H2O 4GB DDR3-2133 CL9 kit,4 GB,2 x,DDR3,2133 MHz
Kingston ValueRam 6GB DDR3-1066 CL7 triple kit,6 GB,3 x,DDR3,1066 MHz
Geil Evo Veloce White 16GB DDR3-2666 CL11 quad kit,16 GB,4 x,DDR3,2666 MHz
G.Skill Ripjaws 24GB DDR3-1600 CL7 hexa kit,24 GB,6 x,DDR3,1600 MHz
G.Skill TridentX 16GB DDR3-2400 CL9 quad kit,16 GB,4 x,DDR3,2400 MHz
OCZ Platinum XTE 6GB DDR3-1600 CL6 triple kit,6 GB,3 x,DDR3,2000 MHz
Crucial Ballistix Sport LT 32GB DDR4-2400 CL16 quad kit,32 GB,4 x,DDR4,2400 MHz
Corsair Vengeance Blue 8GB DDR3-2133 CL11 kit,8 GB,2 x,DDR3,2133 MHz
Kingston ValueRam 16GB DDR4-2133 CL15 ECC Registered quad kit,16 GB,4 x,DDR4,2133 MHz
Corsair Dominator 16GB DDR3-1600 CL11 kit,16 GB,2 x,DDR3,1600 MHz
